grupo,texto,link,carga_horaria,tipo
SOLID,Dev Eficiente: SOLID - Uma reflexão sobre o Princípio da responsabilidade única,https://www.youtube.com/watch?v=GGe0o_v5vjM,,YOUTUBE
SOLID,SOLID: o que é e quais os 5 princípios da Programação Orientada a Objetos (POO),https://www.alura.com.br/artigos/solid,,ARTIGO
SOLID,SOLID: Código bom e bonito - Hipsters Ponto Tech 219,https://www.alura.com.br/podcast/hipsterstech-solid-codigo-bom-e-bonito-hipsters-ponto-tech-219-a649,,PODCAST
SOLID,Alura: Clean Code e Solid,https://www.youtube.com/watch?v=XV9B4LX_re8,,YOUTUBE
SOLID,Curso C#: aplique princípios SOLID,https://cursos.alura.com.br/course/csharp-aplique-principios-solid,10,CURSO
SOLID,Curso Boas práticas de programação: melhore o código de uma API Java,https://cursos.alura.com.br/course/boas-praticas-programacao-melhore-codigo-api-java,10,CURSO
SOLID,Curso SOLID com PHP: princípios da programação orientada a objetos,https://cursos.alura.com.br/course/solid-php-principios-orientacao-a-objetos,6,CURSO
SOLID,Curso iOS: escrevendo código de qualidade com SOLID em Swift,https://www.alura.com.br/curso-online-ios-escrevendo-codigo-qualidade-solid-swift,8,CURSO
SOLID,SOLID com TypeScript: aplicando boas práticas em orientação a objetos,https://www.alura.com.br/curso-online-solid-typescript-boas-praticas-orientacao-objetos,6,CURSO
SOLID,Formação Boas práticas em C#,https://cursos.alura.com.br/formacao-boas-praticas-c-sharp,34,CURSO
SOLID,Formação Boas práticas em PHP,https://cursos.alura.com.br/formacao-boas-praticas-php,66,CURSO
SOLID,Formação Boas práticas em Java,https://cursos.alura.com.br/formacao-boas-praticas-java,31,CURSO
SOLID,Livro Casa do Código: Desbravando SOLID - Práticas avançadas para códigos de qualidade em Java moderno,https://www.casadocodigo.com.br/products/livro-desbravando-solid,,SITE
SOLID,CodandoTV(Rods): SOLID e o 'D' do Principio da Inversão de Dependência usando a Injeção de Dependência para ajudar,https://youtu.be/xpcCDCH5k4Y,,YOUTUBE
Clean Architecture,Descomplicando a Clean Architecture,https://medium.com/luizalabs/descomplicando-a-clean-architecture-cf4dfc4a1ac6,,ARTIGO
Clean Architecture,Como DEV ser!: Entenda CLEAN ARCHITECTURE de uma vez por todas!,https://www.youtube.com/watch?v=HynTfTli4mw,,YOUTUBE
Clean Architecture,Full Cycle: O que é Clean Architecture,https://www.youtube.com/watch?v=dQys-mnOtQg,,YOUTUBE
Clean Architecture,CodandoTV(Rods) - Simplificando o Clean Architecture +MVVM na sua aplicação mobile - Guia Completo,https://youtu.be/8ehlZfyN1S0?si=l7-I5I4zsnYLlSjD,,YOUTUBE
Clean Architecture,Clean Architecture (Arquitetura Limpa) - O que é?,https://cursos.alura.com.br/extra/alura-mais/clean-architecture-arquitetura-limpa-o-que-e--c204,,SITE
Clean Architecture,Hipsters.tech: Clean Architeture - Hipsters Ponto Tech 254,https://www.hipsters.tech/clean-architeture-hipsters-ponto-tech-254/,,PODCAST
Clean Architecture,Alura: Arquitetura de sistemas,https://www.youtube.com/watch?v=oedWxgAZc2A,,YOUTUBE
Clean Architecture,Primeiras aulas do curso Java e Clean Architecture: descomplicando arquitetura de software,https://www.alura.com.br/conteudo/java-clean-architecture,,SITE
Clean Architecture,Curso Java e Clean Architecture: descomplicando arquitetura de software,https://www.alura.com.br/curso-online-java-clean-architecture,8,CURSO
Clean Architecture,Curso PHP e Clean Architecture: descomplicando arquitetura de software,https://cursos.alura.com.br/course/php-introducao-clean-achitecture,8,CURSO
Design Patterns,Design Patterns — O que são e quais os benefícios?,https://djesusnet.medium.com/design-patterns-gof-o-que-s%C3%A3o-e-quais-os-benef%C3%ADcios-9cd0cfdd6ebf,,ARTIGO
Design Patterns,Design Patterns,https://medium.com/xp-inc/design-patterns-727494af001d,,ARTIGO
Design Patterns,Matheus Castiglioni: O que são design patterns (padrões de projetos) e para que servem?,https://www.youtube.com/watch?v=KNWd1aWtsMw,,YOUTUBE
Design Patterns,RinaldoDev: Design Patterns - o que são? Por que aprender a utilizar?,https://www.youtube.com/watch?v=AWOf6Wo6gtg,,YOUTUBE
Design Patterns,Hipsters.tech: TechGuide - Design Patterns – Hipsters Ponto Tech #347,https://www.hipsters.tech/techguide-design-patterns-hipsters-ponto-tech-347/,,PODCAST
Design Patterns,Design patterns: Breve introdução aos padrões de projeto,https://www.alura.com.br/artigos/design-patterns-introducao-padroes-projeto,,ARTIGO
Design Patterns,Hipsters.tech: Design Patterns - Hipsters 206,https://www.alura.com.br/podcast/design-patterns-hipsters-206-a345,,PODCAST
Design Patterns,Curso Design Patterns em Java I: boas práticas de programação,https://www.alura.com.br/curso-online-introducao-design-patterns-java,10,CURSO
Design Patterns,Curso Design Patterns C# I: boas práticas de programação,https://www.alura.com.br/curso-online-design-patterns-dotnet,10,CURSO
Design Patterns,Curso Design Patterns em PHP: padrões comportamental,https://www.alura.com.br/curso-online-php-design-pattern-comportamental,8,CURSO
Design Patterns,Curso Design Patterns em PHP: padrões estruturais,https://www.alura.com.br/curso-online-php-design-pattern-estrutural,8,CURSO
Design Patterns,Curso Design Patterns em PHP: padrões criacionais,https://www.alura.com.br/curso-online-php-design-pattern-criacional,8,CURSO
Clean Code,Clean Code: O que é? Porque usar?,https://medium.com/desenvolvendo-com-paixao/1-clean-code-o-que-%C3%A9-porque-usar-1e4f9f4454c6,,ARTIGO
Clean Code,Filipe Deschamps: CLEAN CODE 1 - Introdução,https://www.youtube.com/watch?v=9w3o9NHXqu0,,YOUTUBE
Clean Code,Filipe Deschamps: CLEAN CODE 2 - O que é código limpo?,https://www.youtube.com/watch?v=ZVtGbO_CnfA,,YOUTUBE
Clean Code,LIVROCódigo limpo: habilidades práticas do Agile software,https://www.amazon.com.br/C%C3%B3digo-limpo-Robert-C-Martin/dp/8576082675,,
Clean Code,"Clean Code: O que é, Casos de Uso, Exemplo de Código Limpo",https://www.alura.com.br/artigos/o-que-e-clean-code,,ARTIGO
Clean Code,Alura: Clean Code e Solid,https://www.youtube.com/watch?v=XV9B4LX_re8,,YOUTUBE
Clean Code,LIVROOrientação a Objetos e SOLID para Ninjas,https://www.casadocodigo.com.br/products/livro-oo-solid?_pos=2&_sid=fe732c657&_ss=r,,
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),"Domain-Driven Design, do início ao código",https://medium.com/cwi-software/domain-driven-design-do-in%C3%ADcio-ao-c%C3%B3digo-569b23cb3d47,,ARTIGO
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Introdução ao DDD,https://medium.com/xp-inc/introdu%C3%A7%C3%A3o-ao-ddd-2cad38e4234a,,ARTIGO
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Dias de Dev: O que é Domain-Driven Design,https://www.youtube.com/watch?v=SNdGV0c40yo,,YOUTUBE
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Otavio Lemos: DDD + Clean Architecture,https://www.youtube.com/watch?v=cZuyPPrRGAw,,YOUTUBE
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Alura: Domain Driven Design,https://www.youtube.com/watch?v=n40Z1c9Ryog,,YOUTUBE
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Domain-Driven Design (DDD) - O que é?,https://cursos.alura.com.br/extra/alura-mais/domain-driven-design-ddd-o-que-e--c283,,SITE
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Primeiras aulas do curso Java e Domain Driven Design: apresentando os conceitos,https://www.alura.com.br/conteudo/java-domain-driven-design-conceitos,,SITE
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Curso Java e Domain Driven Design: apresentando os conceitos,https://www.alura.com.br/curso-online-java-domain-driven-design-conceitos,8,CURSO
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Primeiras aulas do curso PHP e Domain Driven Design: apresentando os conceitos,https://www.alura.com.br/conteudo/domain-driven-design-php,,SITE
Conceitos de Design Orientado a Domínio (Domain-Driven Design - DDD),Curso PHP e Domain Driven Design: apresentando os conceitos,https://www.alura.com.br/curso-online-domain-driven-design-php,8,CURSO
